id,tenant_id,form_type,status,idempotency_key,city_code,district_code,industry,lng,lat,payload_required_name,created_by,created_at
form_015815,tenant_16,report,rejected,idem_015815,shanghai,core,restaurant,121.4729641,31.2419633,report_015815,user_16,2026-09-13T00:01:58+00:00
form_015816,tenant_17,product,published,idem_015816,shanghai,north,restaurant,121.4885097,31.2302282,product_015816,user_17,2026-09-11T10:48:40+00:00
form_015817,tenant_18,merchant_info,published,idem_015817,beijing,south,education,116.3286957,39.9772453,merchant_info_015817,user_18,2026-09-12T06:21:44+00:00
form_015818,tenant_19,property,published,idem_015818,shanghai,east,retail,121.3571131,31.1400409,property_015818,user_19,2026-09-07T16:19:50+00:00
form_015819,tenant_20,merchant_info,published,idem_015819,shanghai,west,hotel,121.5154462,31.2244725,merchant_info_015819,user_20,2026-09-06T07:06:43+00:00
form_015820,tenant_01,property,published,idem_015820,shanghai,north,hotel,121.4707628,31.2435540,property_015820,user_01,2026-09-07T15:05:01+00:00
form_015821,tenant_02,property,published,idem_015821,beijing,core,service,116.3958036,39.9141603,property_015821,user_02,2026-09-01T10:28:00+00:00
form_015822,tenant_03,product,published,idem_015822,shenzhen,east,service,114.0778743,22.5211808,product_015822,user_03,2026-09-14T01:03:09+00:00
form_015823,tenant_04,report,published,idem_015823,chengdu,south,retail,104.0559588,30.6067342,report_015823,user_04,2026-09-10T18:11:38+00:00
form_015824,tenant_05,report,published,idem_015824,hangzhou,north,hotel,120.0101756,30.2588214,report_015824,user_05,2026-09-02T06:36:41+00:00
form_015825,tenant_06,report,published,idem_015825,beijing,core,restaurant,116.5271713,39.8838548,report_015825,user_06,2026-09-14T23:31:21+00:00
form_015826,tenant_07,product,published,idem_015826,shenzhen,west,hotel,113.8210800,22.7488211,product_015826,user_07,2026-09-12T09:27:10+00:00
form_015827,tenant_08,report,published,idem_015827,shenzhen,north,hotel,113.7782631,22.7344606,report_015827,user_08,2026-09-08T19:41:22+00:00
form_015828,tenant_09,merchant_info,published,idem_015828,shanghai,core,hotel,121.6091495,31.1856731,merchant_info_015828,user_09,2026-09-05T07:02:25+00:00
form_015829,tenant_10,report,published,idem_015829,shenzhen,north,education,114.0712017,22.4997504,report_015829,user_10,2026-09-05T14:50:58+00:00
form_015830,tenant_11,property,published,idem_015830,beijing,east,service,116.2364471,40.2120704,property_015830,user_11,2026-09-09T09:18:14+00:00
form_015831,tenant_12,report,published,idem_015831,shanghai,north,education,121.6006527,31.2246108,report_015831,user_12,2026-09-09T01:28:39+00:00
form_015832,tenant_13,property,batched,idem_015832,shanghai,south,education,121.4593534,31.2419978,property_015832,user_13,2026-09-11T07:46:05+00:00
form_015833,tenant_14,product,published,idem_015833,shanghai,south,service,121.3539726,31.1151506,product_015833,user_14,2026-09-12T17:53:53+00:00
form_015834,tenant_15,product,published,idem_015834,beijing,east,service,116.3838462,39.8838551,product_015834,user_15,2026-09-03T19:17:35+00:00
form_015835,tenant_16,product,published,idem_015835,hangzhou,core,retail,120.2134970,30.2482242,product_015835,user_16,2026-09-09T20:28:46+00:00
form_015836,tenant_17,property,published,idem_015836,shanghai,east,restaurant,121.5962124,31.2212292,property_015836,user_17,2026-09-13T14:20:54+00:00
form_015837,tenant_18,report,rejected,idem_015837,hangzhou,north,service,120.2646625,30.2579130,report_015837,user_18,2026-09-09T21:52:36+00:00
form_015838,tenant_19,report,published,idem_015838,chengdu,core,service,104.0669637,30.6317533,report_015838,user_19,2026-09-03T11:46:51+00:00
form_015839,tenant_20,product,published,idem_015839,shanghai,west,restaurant,121.3931247,31.1056334,product_015839,user_20,2026-09-08T05:03:12+00:00
form_015840,tenant_01,report,published,idem_015840,hangzhou,south,restaurant,120.0073739,30.2591753,report_015840,user_01,2026-09-09T17:45:03+00:00
form_015841,tenant_02,report,published,idem_015841,shanghai,south,retail,121.4417859,31.2269042,report_015841,user_02,2026-09-09T03:45:30+00:00
form_015842,tenant_03,product,published,idem_015842,hangzhou,west,hotel,120.1409651,30.2773388,product_015842,user_03,2026-09-05T01:44:44+00:00
form_015843,tenant_04,product,published,idem_015843,shenzhen,north,restaurant,113.7914978,22.7589770,,user_04,2026-09-08T00:30:27+00:00
form_015844,tenant_05,merchant_info,published,idem_015844,shanghai,south,education,121.5937557,31.1751353,merchant_info_015844,user_05,2026-09-09T05:29:26+00:00
form_015845,tenant_06,product,published,idem_015845,hangzhou,south,restaurant,120.2182372,30.2401064,product_015845,user_06,2026-09-07T06:21:26+00:00
form_015846,tenant_07,property,published,idem_015846,beijing,core,retail,116.2588499,40.2200092,property_015846,user_07,2026-09-03T11:56:37+00:00
form_015847,tenant_08,merchant_info,published,idem_015847,hangzhou,core,hotel,120.1159466,30.2982850,merchant_info_015847,user_08,2026-09-13T06:05:26+00:00
form_015848,tenant_09,product,failed,idem_015848,hangzhou,core,service,120.2173131,30.2816899,product_015848,user_09,2026-09-02T18:36:32+00:00
form_015849,tenant_10,property,published,idem_015849,shanghai,north,education,121.4992876,31.2800807,property_015849,user_10,2026-09-01T05:53:18+00:00
form_015850,tenant_11,merchant_info,published,idem_015850,beijing,south,hotel,116.5363955,39.8684923,merchant_info_015850,user_11,2026-09-08T22:18:32+00:00
form_015851,tenant_12,property,published,idem_015851,shanghai,east,education,121.4906640,31.2591194,property_015851,user_12,2026-09-08T01:01:03+00:00
form_015852,tenant_13,merchant_info,published,idem_015852,hangzhou,east,hotel,120.1108651,30.3149410,merchant_info_015852,user_13,2026-09-12T19:42:01+00:00
form_015853,tenant_14,merchant_info,published,idem_015853,shenzhen,south,service,114.2621860,22.7222440,merchant_info_015853,user_14,2026-09-05T16:43:48+00:00
form_015854,tenant_15,product,published,idem_015854,hangzhou,west,hotel,120.1803594,30.3151098,product_015854,user_15,2026-09-08T02:04:35+00:00
form_015855,tenant_16,property,published,idem_015855,shenzhen,west,restaurant,114.0638187,22.5492135,property_015855,user_16,2026-09-11T09:10:36+00:00
form_015856,tenant_17,merchant_info,published,idem_015856,hangzhou,north,service,120.0072824,30.2150732,merchant_info_015856,user_17,2026-09-14T13:15:31+00:00
form_015857,tenant_18,property,published,idem_015857,chengdu,west,education,104.0789330,30.5324901,property_015857,user_18,2026-09-08T16:07:45+00:00
form_015858,tenant_19,property,published,idem_015858,shanghai,south,restaurant,121.3929550,31.0953877,property_015858,user_19,2026-09-02T21:42:56+00:00
form_015859,tenant_20,merchant_info,published,idem_015859,chengdu,west,hotel,104.0570482,30.5956953,merchant_info_015859,user_20,2026-09-06T12:50:54+00:00
form_015860,tenant_01,report,published,idem_015860,chengdu,north,hotel,104.0519420,30.6572821,report_015860,user_01,2026-09-11T04:13:50+00:00
form_015861,tenant_02,property,published,idem_015861,shanghai,north,hotel,121.4802710,31.1969893,property_015861,user_02,2026-09-12T03:09:31+00:00
form_015862,tenant_03,report,failed,idem_015862,beijing,north,restaurant,116.5556717,39.8585986,report_015862,user_03,2026-09-05T00:27:18+00:00
form_015863,tenant_04,merchant_info,published,idem_015863,shenzhen,south,restaurant,113.9323383,22.5299292,merchant_info_015863,user_04,2026-09-01T18:47:26+00:00
form_015864,tenant_05,property,published,idem_015864,shenzhen,south,retail,113.8535907,22.7311121,property_015864,user_05,2026-09-01T06:24:21+00:00
form_015865,tenant_06,product,batched,idem_015865,shanghai,east,hotel,121.4294093,31.1212559,product_015865,user_06,2026-09-08T20:04:47+00:00
form_015866,tenant_07,report,published,idem_015866,shanghai,south,restaurant,121.3588818,31.1369145,report_015866,user_07,2026-09-06T04:35:10+00:00
form_015867,tenant_08,report,published,idem_015867,chengdu,south,hotel,104.0518933,30.6213809,report_015867,user_08,2026-09-08T02:28:58+00:00
form_015868,tenant_09,property,draft,idem_015868,beijing,core,service,116.2453026,40.2130823,property_015868,user_09,2026-09-09T01:53:03+00:00
form_015869,tenant_10,report,published,idem_015869,hangzhou,core,restaurant,119.9718511,30.2537524,report_015869,user_10,2026-09-12T10:54:55+00:00
form_015870,tenant_11,property,published,idem_015870,beijing,north,retail,116.5209770,39.8593770,property_015870,user_11,2026-09-03T19:47:25+00:00
form_015871,tenant_12,property,published,idem_015871,shenzhen,east,retail,114.0514377,22.5722135,property_015871,user_12,2026-09-08T22:52:28+00:00
form_015872,tenant_13,report,published,idem_015872,shanghai,west,hotel,121.3634190,31.0975713,report_015872,user_13,2026-09-10T18:13:50+00:00
form_015873,tenant_14,report,published,idem_015873,beijing,core,restaurant,116.2282636,40.2099189,report_015873,user_14,2026-09-02T09:06:44+00:00
form_015874,tenant_15,product,published,idem_015874,shanghai,west,education,121.4501780,31.2578333,product_015874,user_15,2026-09-13T09:05:33+00:00
form_015875,tenant_16,merchant_info,published,idem_015875,shanghai,north,retail,121.4483804,31.2215384,merchant_info_015875,user_16,2026-09-01T03:09:32+00:00
form_015876,tenant_17,report,published,idem_015876,beijing,core,service,116.5567438,39.9062863,report_015876,user_17,2026-09-14T00:08:02+00:00
form_015877,tenant_18,report,published,idem_015877,shanghai,north,service,121.3587363,31.1545456,report_015877,user_18,2026-09-12T03:00:14+00:00
form_015878,tenant_19,report,published,idem_015878,shanghai,west,restaurant,121.4144409,31.1353717,report_015878,user_19,2026-09-09T06:40:02+00:00
form_015879,tenant_20,product,processing,idem_015879,beijing,west,restaurant,116.4589395,39.9391764,product_015879,user_20,2026-09-08T01:00:47+00:00
form_015880,tenant_01,merchant_info,published,idem_015880,beijing,north,hotel,116.4259472,39.9831341,merchant_info_015880,user_01,2026-09-07T06:26:36+00:00
form_015881,tenant_02,report,published,idem_015881,shenzhen,north,service,114.1132028,22.5402777,report_015881,user_02,2026-09-13T11:59:01+00:00
form_015882,tenant_03,merchant_info,published,idem_015882,shenzhen,east,retail,113.9181055,22.5343693,merchant_info_015882,user_03,2026-09-09T19:50:57+00:00
form_015883,tenant_04,property,published,idem_015883,hangzhou,east,education,119.9944919,30.2695198,property_015883,user_04,2026-09-03T17:10:00+00:00
form_015884,tenant_05,merchant_info,published,idem_015884,beijing,north,retail,116.4503536,39.9475771,merchant_info_015884,user_05,2026-09-03T22:14:55+00:00
form_015885,tenant_06,merchant_info,published,idem_015885,beijing,south,retail,116.5690419,39.8562883,merchant_info_015885,user_06,2026-09-05T01:46:20+00:00
form_015886,tenant_07,merchant_info,published,idem_015886,hangzhou,east,hotel,119.9797934,30.2837033,merchant_info_015886,user_07,2026-09-02T04:46:50+00:00
form_015887,tenant_08,product,published,idem_015887,hangzhou,north,restaurant,120.3008521,30.3260480,product_015887,user_08,2026-09-02T23:31:17+00:00
form_015888,tenant_09,product,published,idem_015888,shenzhen,west,retail,114.2530459,22.7172033,product_015888,user_09,2026-09-05T01:31:24+00:00
form_015889,tenant_10,product,published,idem_015889,shenzhen,core,hotel,113.8004454,22.7401899,product_015889,user_10,2026-09-08T10:57:24+00:00
form_015890,tenant_11,merchant_info,published,idem_015890,shanghai,core,restaurant,121.4630357,31.2034186,merchant_info_015890,user_11,2026-09-01T12:36:39+00:00
form_015891,tenant_12,property,published,idem_015891,shenzhen,west,service,114.0273604,22.5381779,property_015891,user_12,2026-09-08T09:58:39+00:00
form_015892,tenant_13,merchant_info,published,idem_015892,beijing,south,service,116.3114311,39.9558131,merchant_info_015892,user_13,2026-09-10T19:36:41+00:00
form_015893,tenant_14,product,batched,idem_015893,beijing,east,education,116.3793492,39.9132548,product_015893,user_14,2026-09-07T17:10:16+00:00
form_015894,tenant_15,product,published,idem_015894,beijing,west,education,116.3140739,39.9864315,product_015894,user_15,2026-09-12T19:43:41+00:00
form_015895,tenant_16,merchant_info,published,idem_015895,beijing,north,service,116.2557052,40.2187244,merchant_info_015895,user_16,2026-09-01T23:35:29+00:00
form_015896,tenant_17,report,published,idem_015896,hangzhou,north,education,120.2764727,30.3246021,report_015896,user_17,2026-09-12T20:19:28+00:00
form_015897,tenant_18,property,published,idem_015897,hangzhou,core,restaurant,120.3010827,30.3321981,property_015897,user_18,2026-09-12T19:06:19+00:00
form_015898,tenant_19,product,published,idem_015898,shanghai,east,education,121.6096338,31.2209349,product_015898,user_19,2026-09-12T22:17:34+00:00
form_015899,tenant_20,product,published,idem_015899,beijing,west,retail,116.5191453,39.8784996,product_015899,user_20,2026-09-12T16:15:01+00:00
form_015900,tenant_01,merchant_info,batched,idem_015900,chengdu,west,retail,104.0561231,30.6030880,merchant_info_015900,user_01,2026-09-12T22:54:50+00:00
form_015901,tenant_02,property,published,idem_015901,hangzhou,north,hotel,120.1902918,30.2071872,property_015901,user_02,2026-09-01T14:02:04+00:00
form_015902,tenant_03,property,published,idem_015902,shanghai,south,education,121.3970960,31.0942661,property_015902,user_03,2026-09-06T23:12:06+00:00
form_015903,tenant_04,product,published,idem_015903,shenzhen,south,service,113.7980500,22.7671620,product_015903,user_04,2026-09-10T16:17:18+00:00
form_015904,tenant_05,report,batched,idem_015904,shenzhen,south,retail,114.0391696,22.5522889,report_015904,user_05,2026-09-10T23:50:43+00:00
form_015905,tenant_06,merchant_info,published,idem_015905,shenzhen,south,hotel,114.0519086,22.5388082,merchant_info_015905,user_06,2026-09-09T13:16:58+00:00
form_015906,tenant_07,report,published,idem_015906,shanghai,west,retail,121.4249220,31.2037127,report_015906,user_07,2026-09-06T08:18:21+00:00
form_015907,tenant_08,product,published,idem_015907,beijing,east,retail,116.4202626,39.8957727,product_015907,user_08,2026-09-05T07:55:16+00:00
form_015908,tenant_09,property,published,idem_015908,beijing,east,retail,116.2480717,40.2246960,property_015908,user_09,2026-09-11T00:13:43+00:00
form_015909,tenant_10,report,published,idem_015909,shenzhen,core,restaurant,113.7811700,22.7483772,report_015909,user_10,2026-09-09T22:36:42+00:00
form_015910,tenant_11,product,published,idem_015910,beijing,north,restaurant,116.4484349,39.9695296,product_015910,user_11,2026-09-01T21:01:54+00:00
form_015911,tenant_12,merchant_info,draft,idem_015911,shanghai,west,retail,121.5051398,31.2415362,merchant_info_015911,user_12,2026-09-12T21:44:42+00:00
form_015912,tenant_13,merchant_info,published,idem_015912,chengdu,east,hotel,104.0678333,30.6150685,merchant_info_015912,user_13,2026-09-02T12:28:53+00:00
form_015913,tenant_14,property,published,idem_015913,chengdu,core,education,103.9257129,30.7392386,property_015913,user_14,2026-09-06T15:23:48+00:00
form_015914,tenant_15,report,published,idem_015914,beijing,west,service,116.5070195,39.8863287,report_015914,user_15,2026-09-04T01:31:09+00:00
form_015915,tenant_16,product,published,idem_015915,beijing,east,restaurant,116.5171898,39.8576737,product_015915,user_16,2026-09-09T11:46:57+00:00
form_015916,tenant_17,property,published,idem_015916,chengdu,north,restaurant,104.0596279,30.6454609,property_015916,user_17,2026-09-04T10:03:32+00:00
form_015917,tenant_18,product,published,idem_015917,shenzhen,core,hotel,114.1078860,22.5476371,product_015917,user_18,2026-09-13T05:07:22+00:00
form_015918,tenant_19,property,published,idem_015918,beijing,core,education,116.5408790,39.8810302,property_015918,user_19,2026-09-02T13:54:02+00:00
form_015919,tenant_20,report,published,idem_015919,shenzhen,east,education,113.7852168,22.7332553,report_015919,user_20,2026-09-12T18:57:11+00:00
form_015920,tenant_01,product,published,idem_015920,shanghai,south,retail,121.3977381,31.1515169,product_015920,user_01,2026-09-07T10:59:03+00:00
form_015921,tenant_02,report,published,idem_015921,shanghai,core,restaurant,121.4491908,31.2448899,report_015921,user_02,2026-09-11T03:27:40+00:00
form_015922,tenant_03,product,published,idem_015922,hangzhou,south,service,120.0782891,30.3241956,product_015922,user_03,2026-09-10T08:33:22+00:00
form_015923,tenant_04,report,published,idem_015923,beijing,core,hotel,116.5377342,39.8935738,report_015923,user_04,2026-09-11T15:35:20+00:00
form_015924,tenant_05,property,published,idem_015924,shenzhen,core,service,113.9238472,22.5139149,property_015924,user_05,2026-09-13T14:20:46+00:00
form_015925,tenant_06,property,published,idem_015925,shenzhen,south,retail,113.8143995,22.7243040,property_015925,user_06,2026-09-06T22:06:20+00:00
form_015926,tenant_07,product,batched,idem_015926,hangzhou,east,retail,120.2083582,30.2321783,product_015926,user_07,2026-09-05T05:41:27+00:00
form_015927,tenant_08,merchant_info,processing,idem_015927,shenzhen,north,service,114.1125791,22.5796882,merchant_info_015927,user_08,2026-09-06T11:44:26+00:00
form_015928,tenant_09,product,published,idem_015928,beijing,east,retail,116.2383242,40.1966449,product_015928,user_09,2026-09-01T23:21:20+00:00
form_015929,tenant_10,report,published,idem_015929,shanghai,south,service,121.4238632,31.1990254,report_015929,user_10,2026-09-03T08:37:29+00:00
form_015930,tenant_11,report,published,idem_015930,beijing,west,service,116.4243135,39.9356793,report_015930,user_11,2026-09-13T09:52:24+00:00
form_015931,tenant_12,property,processing,idem_015931,shanghai,west,restaurant,121.4700828,31.2148682,property_015931,user_12,2026-09-04T11:44:33+00:00
form_015932,tenant_13,property,batched,idem_015932,shanghai,north,service,121.4872506,31.2540819,property_015932,user_13,2026-09-10T17:01:05+00:00
form_015933,tenant_14,merchant_info,published,idem_015933,beijing,west,restaurant,116.3295680,39.9568055,merchant_info_015933,user_14,2026-09-13T13:52:24+00:00
form_015934,tenant_15,merchant_info,published,idem_015934,shanghai,west,restaurant,121.4646731,31.2278951,merchant_info_015934,user_15,2026-09-01T05:38:05+00:00
form_015935,tenant_16,property,published,idem_015935,beijing,east,restaurant,116.2327605,40.2150298,property_015935,user_16,2026-09-13T01:41:06+00:00
form_015936,tenant_17,merchant_info,published,idem_015936,beijing,west,retail,116.4613913,39.9843523,merchant_info_015936,user_17,2026-09-07T04:10:45+00:00
form_015937,tenant_18,property,published,idem_015937,shanghai,south,service,121.5009903,31.2323142,property_015937,user_18,2026-09-01T03:25:47+00:00
form_015938,tenant_19,report,batched,idem_015938,shanghai,west,service,121.6363340,31.2146592,report_015938,user_19,2026-09-11T17:07:45+00:00
form_015939,tenant_20,property,published,idem_015939,beijing,east,retail,116.4579406,39.9278659,property_015939,user_20,2026-09-12T18:55:53+00:00
form_015940,tenant_01,property,processing,idem_015940,beijing,west,service,116.4267240,39.9342219,property_015940,user_01,2026-09-02T14:35:56+00:00
form_015941,tenant_02,report,published,idem_015941,chengdu,core,retail,104.0760118,30.5455635,report_015941,user_02,2026-09-04T20:59:38+00:00
form_015942,tenant_03,merchant_info,published,idem_015942,chengdu,east,hotel,104.1086858,30.6460073,merchant_info_015942,user_03,2026-09-11T22:06:24+00:00
form_015943,tenant_04,report,published,idem_015943,beijing,north,restaurant,116.3930455,39.8871557,report_015943,user_04,2026-09-14T10:24:38+00:00
form_015944,tenant_05,product,published,idem_015944,shenzhen,west,hotel,114.0648498,22.5184820,product_015944,user_05,2026-09-08T13:31:15+00:00
form_015945,tenant_06,merchant_info,published,idem_015945,chengdu,east,education,104.1085347,30.6251189,merchant_info_015945,user_06,2026-09-11T02:06:38+00:00
form_015946,tenant_07,property,published,idem_015946,chengdu,south,retail,104.1148698,30.6689031,property_015946,user_07,2026-09-12T13:19:50+00:00
form_015947,tenant_08,report,published,idem_015947,shenzhen,east,education,114.1128604,22.5541361,report_015947,user_08,2026-09-13T23:23:10+00:00
form_015948,tenant_09,product,published,idem_015948,chengdu,west,restaurant,104.0959765,30.6163006,product_015948,user_09,2026-09-07T15:18:28+00:00
form_015949,tenant_10,property,published,idem_015949,beijing,north,restaurant,116.4045796,39.9809457,property_015949,user_10,2026-09-06T19:30:08+00:00
form_015950,tenant_11,report,published,idem_015950,beijing,east,education,116.4915123,39.9094975,report_015950,user_11,2026-09-14T23:56:54+00:00
form_015951,tenant_12,report,published,idem_015951,beijing,west,restaurant,116.2452774,40.2153369,report_015951,user_12,2026-09-08T17:20:59+00:00
form_015952,tenant_13,property,batched,idem_015952,shanghai,south,retail,121.6343190,31.2531051,property_015952,user_13,2026-09-03T04:59:31+00:00
form_015953,tenant_14,product,published,idem_015953,shanghai,core,retail,121.6515965,31.1824226,product_015953,user_14,2026-09-04T09:32:32+00:00
form_015954,tenant_15,report,published,idem_015954,shenzhen,south,education,114.0615872,22.6037897,report_015954,user_15,2026-09-06T17:10:41+00:00
form_015955,tenant_16,product,published,idem_015955,shenzhen,core,hotel,114.2470960,22.7344226,product_015955,user_16,2026-09-10T21:36:05+00:00
form_015956,tenant_17,merchant_info,published,idem_015956,chengdu,east,restaurant,104.0484565,30.5494333,merchant_info_015956,user_17,2026-09-10T02:57:11+00:00
form_015957,tenant_18,report,published,idem_015957,shenzhen,core,retail,114.2542535,22.7092246,report_015957,user_18,2026-09-01T21:15:00+00:00
form_015958,tenant_19,property,batched,idem_015958,shenzhen,west,retail,113.9233813,22.5298988,property_015958,user_19,2026-09-05T20:37:43+00:00
form_015959,tenant_20,merchant_info,published,idem_015959,shenzhen,core,hotel,114.1051727,22.5548281,merchant_info_015959,user_20,2026-09-06T06:17:31+00:00
form_015960,tenant_01,property,published,idem_015960,beijing,south,restaurant,116.3311903,39.9628614,property_015960,user_01,2026-09-12T15:33:39+00:00
form_015961,tenant_02,product,published,idem_015961,shanghai,west,restaurant,121.4834627,31.2774726,product_015961,user_02,2026-09-05T12:38:58+00:00
form_015962,tenant_03,merchant_info,published,idem_015962,beijing,west,restaurant,116.5530401,39.8668060,merchant_info_015962,user_03,2026-09-14T00:13:43+00:00
form_015963,tenant_04,report,rejected,idem_015963,shenzhen,east,education,113.8140730,22.7365554,report_015963,user_04,2026-09-04T08:37:40+00:00
form_015964,tenant_05,report,published,idem_015964,shanghai,core,restaurant,121.3637216,31.1295582,report_015964,user_05,2026-09-14T22:34:10+00:00
form_015965,tenant_06,merchant_info,published,idem_015965,shanghai,north,retail,121.4563016,31.2152201,merchant_info_015965,user_06,2026-09-03T03:45:44+00:00
form_015966,tenant_07,merchant_info,processing,idem_015966,beijing,south,hotel,116.2967643,39.9727608,merchant_info_015966,user_07,2026-09-04T15:03:00+00:00
form_015967,tenant_08,property,published,idem_015967,shanghai,core,education,121.4869748,31.2604588,property_015967,user_08,2026-09-10T16:23:50+00:00
form_015968,tenant_09,merchant_info,published,idem_015968,beijing,east,retail,116.5263802,39.8827034,merchant_info_015968,user_09,2026-09-14T16:05:49+00:00
form_015969,tenant_10,merchant_info,published,idem_015969,chengdu,north,service,999.0000000,999.0000000,merchant_info_015969,user_10,2026-09-06T19:36:27+00:00
form_015970,tenant_11,property,published,idem_015970,shenzhen,north,service,113.8330208,22.7617778,property_015970,user_11,2026-09-07T21:55:53+00:00
form_015971,tenant_12,product,published,idem_015971,chengdu,south,service,103.8801296,30.7797721,product_015971,user_12,2026-09-05T13:46:28+00:00
form_015972,tenant_13,merchant_info,published,idem_015972,shenzhen,south,education,114.0844883,22.5324134,merchant_info_015972,user_13,2026-09-08T17:41:31+00:00
form_015973,tenant_14,merchant_info,published,idem_015973,beijing,south,hotel,116.3080876,39.9645887,merchant_info_015973,user_14,2026-09-02T00:45:07+00:00
form_015974,tenant_15,product,rejected,idem_015974,beijing,south,education,116.5817314,39.8624737,product_015974,user_15,2026-09-13T01:03:13+00:00
form_015975,tenant_16,report,processing,idem_015975,beijing,east,hotel,116.4304371,39.9008674,report_015975,user_16,2026-09-04T04:12:56+00:00
form_015976,tenant_17,report,published,idem_015976,chengdu,east,restaurant,104.1150878,30.6116092,report_015976,user_17,2026-09-13T13:04:00+00:00
form_015977,tenant_18,product,published,idem_015977,shanghai,east,retail,121.6477600,31.2042606,product_015977,user_18,2026-09-06T03:20:25+00:00
form_015978,tenant_19,product,published,idem_015978,beijing,east,hotel,116.3779042,39.9577038,product_015978,user_19,2026-09-11T10:24:41+00:00
form_015979,tenant_20,merchant_info,published,idem_015979,shanghai,north,hotel,121.4826209,31.2171600,merchant_info_015979,user_20,2026-09-02T23:05:56+00:00
form_015980,tenant_01,report,published,idem_015980,shanghai,east,education,121.4290403,31.2459125,report_015980,user_01,2026-09-08T14:44:56+00:00
form_015981,tenant_02,product,published,idem_015981,hangzhou,west,hotel,120.1613932,30.2794261,product_015981,user_02,2026-09-08T04:28:30+00:00
form_015982,tenant_03,property,batched,idem_015982,beijing,north,restaurant,116.4030979,39.9342583,property_015982,user_03,2026-09-06T03:09:40+00:00
form_015983,tenant_04,report,published,idem_015983,shanghai,core,education,121.5286415,31.2180791,report_015983,user_04,2026-09-10T18:30:03+00:00
form_015984,tenant_05,merchant_info,published,idem_015984,shanghai,south,education,121.4522141,31.2325959,merchant_info_015984,user_05,2026-09-11T20:47:15+00:00
form_015985,tenant_06,product,published,idem_015985,shanghai,core,restaurant,121.4573387,31.2317977,product_015985,user_06,2026-09-11T21:15:41+00:00
form_015986,tenant_07,property,published,idem_015986,beijing,north,service,116.2263792,40.1985959,property_015986,user_07,2026-09-05T19:39:34+00:00
form_015987,tenant_08,product,published,idem_015987,shanghai,west,service,121.6101663,31.1957638,product_015987,user_08,2026-09-08T01:04:18+00:00
form_015988,tenant_09,merchant_info,published,idem_015988,shanghai,core,education,121.5973970,31.2171260,merchant_info_015988,user_09,2026-09-12T14:37:18+00:00
form_015989,tenant_10,merchant_info,published,idem_015989,beijing,core,restaurant,116.3397927,39.9873689,merchant_info_015989,user_10,2026-09-09T00:49:08+00:00
form_015990,tenant_11,report,published,idem_015990,shenzhen,east,education,114.0812896,22.5098828,report_015990,user_11,2026-09-12T10:29:44+00:00
form_015991,tenant_12,report,published,idem_015991,shanghai,east,hotel,121.3978684,31.1419460,report_015991,user_12,2026-09-14T13:27:55+00:00
form_015992,tenant_13,product,published,idem_015992,beijing,north,restaurant,116.3662647,39.9058770,product_015992,user_13,2026-09-09T22:00:33+00:00
form_015993,tenant_14,merchant_info,published,idem_015993,shenzhen,east,retail,114.0945594,22.5508064,merchant_info_015993,user_14,2026-09-07T09:51:03+00:00
form_015994,tenant_15,product,rejected,idem_015994,shenzhen,east,retail,114.0783021,22.5570316,product_015994,user_15,2026-09-14T07:07:08+00:00
form_015995,tenant_16,property,published,idem_015995,beijing,east,education,116.5785202,39.8809476,property_015995,user_16,2026-09-08T03:32:13+00:00
form_015996,tenant_17,product,published,idem_015996,beijing,west,retail,116.5350443,39.8589384,product_015996,user_17,2026-09-06T22:23:19+00:00
form_015997,tenant_18,product,batched,idem_015997,shanghai,west,retail,121.4909518,31.2155665,product_015997,user_18,2026-09-05T11:01:19+00:00
form_015998,tenant_19,property,published,idem_015998,shanghai,core,restaurant,121.4676383,31.2369763,property_015998,user_19,2026-09-03T19:02:03+00:00
form_015999,tenant_20,merchant_info,published,idem_015999,beijing,west,restaurant,116.5426763,39.8417422,merchant_info_015999,user_20,2026-09-09T06:18:49+00:00
form_016000,tenant_01,product,published,idem_016000,shenzhen,west,hotel,114.0797000,22.5734853,product_016000,user_01,2026-09-02T14:32:36+00:00
form_016001,tenant_02,product,published,idem_016001,shenzhen,west,retail,114.2326758,22.6830268,product_016001,user_02,2026-09-01T15:49:36+00:00
form_016002,tenant_03,property,published,idem_016002,shanghai,east,hotel,121.3787199,31.1074277,property_016002,user_03,2026-09-09T22:08:23+00:00
form_016003,tenant_04,property,published,idem_016003,shenzhen,east,restaurant,113.9326923,22.5273661,property_016003,user_04,2026-09-05T17:29:31+00:00
form_016004,tenant_05,report,published,idem_016004,beijing,west,retail,116.2398350,40.2349707,report_016004,user_05,2026-09-01T07:43:17+00:00
form_016005,tenant_06,property,published,idem_016005,shenzhen,core,service,113.8046796,22.7404973,property_016005,user_06,2026-09-08T19:11:48+00:00
form_016006,tenant_07,merchant_info,published,idem_016006,shenzhen,south,service,113.7952143,22.7454265,merchant_info_016006,user_07,2026-09-01T00:09:04+00:00
form_016007,tenant_08,product,rejected,idem_016007,hangzhou,east,restaurant,120.1600690,30.2569124,product_016007,user_08,2026-09-08T23:53:40+00:00
form_016008,tenant_09,property,published,idem_016008,beijing,south,service,116.5396594,39.8406653,property_016008,user_09,2026-09-05T16:42:41+00:00
form_016009,tenant_10,property,published,idem_016009,shanghai,south,retail,121.4735677,31.1940133,property_016009,user_10,2026-09-05T10:48:04+00:00
